1	0.000000	100.64.0.2	100.64.0.1	0	0	0	46772,5201
2	0.000068	100.64.0.1	100.64.0.2	0	1	0	5201,46772
3	0.043172	100.64.0.2	100.64.0.1	1	1	0	46772,5201
4	0.043252	100.64.0.2	100.64.0.1	1	1	37	46772,5201
5	0.043272	100.64.0.1	100.64.0.2	1	38	0	5201,46772
6	0.043340	100.64.0.1	100.64.0.2	1	38	1	5201,46772
7	0.086604	100.64.0.2	100.64.0.1	38	2	0	46772,5201
8	0.086666	100.64.0.2	100.64.0.1	38	2	4	46772,5201
9	0.086690	100.64.0.1	100.64.0.2	2	42	0	5201,46772
10	0.129445	100.64.0.2	100.64.0.1	42	2	135	46772,5201
11	0.129457	100.64.0.1	100.64.0.2	2	177	0	5201,46772
12	0.129532	100.64.0.1	100.64.0.2	2	177	1	5201,46772
13	0.172397	100.64.0.2	100.64.0.1	177	3	0	46772,5201
14	0.172426	100.64.0.2	100.64.0.1	0	0	0	46774,5201
15	0.172459	100.64.0.1	100.64.0.2	0	1	0	5201,46774
16	0.215947	100.64.0.2	100.64.0.1	1	1	0	46774,5201
17	0.215975	100.64.0.2	100.64.0.1	1	1	37	46774,5201
18	0.215983	100.64.0.1	100.64.0.2	1	38	0	5201,46774
19	0.220066	100.64.0.1	100.64.0.2	3	177	1	5201,46772
20	0.220086	100.64.0.1	100.64.0.2	1	38	1448	5201,46774
21	0.220087	100.64.0.1	100.64.0.2	1449	38	1448	5201,46774
22	0.220094	100.64.0.1	100.64.0.2	2897	38	1448	5201,46774
23	0.220095	100.64.0.1	100.64.0.2	4345	38	1448	5201,46774
24	0.220098	100.64.0.1	100.64.0.2	5793	38	1448	5201,46774
25	0.220099	100.64.0.1	100.64.0.2	7241	38	1448	5201,46774
26	0.220102	100.64.0.1	100.64.0.2	8689	38	1448	5201,46774
27	0.220102	100.64.0.1	100.64.0.2	10137	38	1448	5201,46774
28	0.220105	100.64.0.1	100.64.0.2	11585	38	1448	5201,46774
29	0.220106	100.64.0.1	100.64.0.2	13033	38	1448	5201,46774
30	0.263385	100.64.0.2	100.64.0.1	177	4	0	46772,5201
31	0.263419	100.64.0.1	100.64.0.2	4	177	1	5201,46772
32	0.264519	100.64.0.2	100.64.0.1	38	1449	0	46774,5201
33	0.264549	100.64.0.1	100.64.0.2	14481	38	1448	5201,46774
34	0.264556	100.64.0.1	100.64.0.2	15929	38	1448	5201,46774
35	0.264567	100.64.0.2	100.64.0.1	38	2897	0	46774,5201
36	0.264584	100.64.0.1	100.64.0.2	17377	38	1448	5201,46774
37	0.264587	100.64.0.1	100.64.0.2	18825	38	1448	5201,46774
38	0.265670	100.64.0.2	100.64.0.1	38	4345	0	46774,5201
39	0.265689	100.64.0.1	100.64.0.2	20273	38	1448	5201,46774
40	0.265695	100.64.0.1	100.64.0.2	21721	38	1448	5201,46774
41	0.267780	100.64.0.2	100.64.0.1	38	5793	0	46774,5201
42	0.267802	100.64.0.1	100.64.0.2	23169	38	1448	5201,46774
43	0.267809	100.64.0.1	100.64.0.2	24617	38	1448	5201,46774
44	0.268892	100.64.0.2	100.64.0.1	38	7241	0	46774,5201
45	0.268911	100.64.0.1	100.64.0.2	26065	38	1448	5201,46774
46	0.268917	100.64.0.1	100.64.0.2	27513	38	1448	5201,46774
47	0.269994	100.64.0.2	100.64.0.1	38	8689	0	46774,5201
48	0.270008	100.64.0.1	100.64.0.2	28961	38	1448	5201,46774
49	0.270013	100.64.0.1	100.64.0.2	30409	38	1448	5201,46774
50	0.270021	100.64.0.2	100.64.0.1	38	10137	0	46774,5201
51	0.270032	100.64.0.1	100.64.0.2	31857	38	1448	5201,46774
52	0.270034	100.64.0.1	100.64.0.2	33305	38	1448	5201,46774
53	0.271115	100.64.0.2	100.64.0.1	38	11585	0	46774,5201
54	0.271139	100.64.0.1	100.64.0.2	34753	38	1448	5201,46774
55	0.271147	100.64.0.1	100.64.0.2	36201	38	1448	5201,46774
56	0.272228	100.64.0.2	100.64.0.1	38	13033	0	46774,5201
57	0.272242	100.64.0.1	100.64.0.2	37649	38	1448	5201,46774
58	0.272247	100.64.0.1	100.64.0.2	39097	38	1448	5201,46774
59	0.273323	100.64.0.2	100.64.0.1	38	14481	0	46774,5201
60	0.273338	100.64.0.1	100.64.0.2	40545	38	1448	5201,46774
