0.231020,1,1448,1,0.04385
0.231024,1449,1448,1,0.04502499999999998
0.231052,2897,1448,1,0.045036999999999966
0.231055,4345,1448,1,0.047138999999999986
0.231069,5793,1448,1,0.048293
0.231071,7241,1448,1,0.04946199999999998
0.231082,8689,1448,1,0.04948199999999997
0.231085,10137,1448,1,0.050654000000000005
0.231098,11585,1448,1,0.051799999999999985
0.231101,13033,1448,1,0
0.274895,14481,1448,1,0
0.274897,15929,1448,1,0
0.276441,17377,1448,1,0
0.276453,18825,1448,1,0
0.279432,20273,1448,1,0
0.279442,21721,1448,1,0
0.282479,23169,1448,1,0
0.282494,24617,1448,1,0
0.285518,26065,1448,1,0
0.285533,27513,1448,1,0
0.288530,28961,1448,1,0
0.288541,30409,1448,1,0
0.291544,31857,1448,1,0
0.291553,33305,1448,1,0
0.294562,34753,1448,1,0
0.294570,36201,1448,1,0
0.297603,37649,1448,1,0
0.297609,39097,1448,1,0.06310499999999997
0.318642,13033,1448,2,0
0.319431,40545,1448,1,0
0.320988,41993,1448,1,0.042839000000000016
0.320993,43441,1448,1,0
0.324014,44889,1448,1,0.043794
0.325523,46337,1448,1,0
0.326978,47785,1448,1,0.04305300000000001
0.326983,49233,1448,1,0
0.330048,50681,1448,1,0.042163000000000006
0.330056,52129,1448,1,0
0.333051,53577,1448,1,0.043379
0.334541,55025,1448,1,0
0.336150,56473,1448,1,0.043455999999999995
0.336157,57921,1448,1,0
0.339071,59369,1448,1,0.042727000000000015
0.339079,60817,1448,1,0
0.341795,62265,1448,1,0.04286000000000001
0.341802,63713,1448,1,0
0.360766,65161,1448,1,0.042979000000000045
0.360779,66609,1448,1,0
0.363870,68057,1448,1,0.04332999999999998
0.363880,69505,1448,1,0.043384000000000034
0.364733,70953,1448,1,0.04503500000000005
0.364747,72401,1448,1,0.04504400000000003
0.367850,73849,1448,1,0.043126
0.367864,75297,1448,1,0.044628
0.368756,76745,1448,1,0.043764000000000025
0.369620,78193,1448,1,0.04406100000000002
0.369634,79641,1448,1,0.04634499999999997
0.371313,81089,1448,1,0.04469200000000001
0.371329,82537,1448,1,0.04581299999999999
0.373015,83985,1448,1,0.044150999999999996
0.373030,85433,1448,1,0.04528800000000005
0.374716,86881,1448,1,0.044771000000000005
0.374731,88329,1448,1,0.045921000000000045
0.376377,89777,1448,1,0.04544100000000001
0.376386,91225,1448,1,0.046599999999999975
0.378144,92673,1448,1,0.04487200000000002
0.378159,94121,1448,1,0.04600299999999996
0.379787,95569,1448,1,0.04649800000000004
0.379803,97017,1448,1,0.047655
0.381486,98465,1448,1,0.04600500000000002
0.381503,99913,1448,1,0.04716600000000004
0.383220,101361,1448,1,0.046628
0.383235,102809,1448,1,0.047845000000000026
0.384885,104257,1448,1,0.04622700000000002
0.384904,105705,1448,1,0.04751
0.386576,107153,1448,1,0.04701300000000003
0.386591,108601,1448,1,0.04804999999999998
0.388277,110049,1448,1,0.04857600000000001
0.388289,111497,1448,1,0.048592000000000024
0.390004,112945,1448,1,0.04795499999999997
0.390019,114393,1448,1,0.04796800000000001
0.403785,115841,1448,1,0.04249900000000001
0.403796,117289,1448,1,0.04251700000000003
0.404681,118737,1448,1,0.042634000000000005
0.404696,120185,1448,1,0.043793000000000026
0.407240,121633,1448,1,0.04341100000000003
0.407248,123081,1448,1,0.04414800000000002
0.408127,124529,1448,1,0.044442999999999955
0.408141,125977,1448,1,0.044493000000000005
0.409706,127425,1448,1,0.04406299999999996
0.409715,128873,1448,1,0.04496100000000003
0.411296,130321,1448,1,0.04424800000000001
0.411309,131769,1448,1,0.04502600000000001
0.412858,133217,1448,1,0.045433999999999974
0.412872,134665,1448,1,0.046601000000000004
0.414240,136113,1448,1,0.045298000000000005
0.414253,137561,1448,1,0.047267
0.415679,139009,1448,1,0.047033999999999965
0.415692,140457,1448,1,0.04748599999999997
0.417094,141905,1448,1,0.04724799999999996
0.417103,143353,1448,1,0.04730400000000001
0.418427,144801,1448,1,0.04683700000000002
0.418437,146249,1448,1,0.04793399999999998
0.419814,147697,1448,1,0.04775199999999996
0.419827,149145,1448,1,0.04894799999999999
0.421139,150593,1448,1,0.04794400000000004
0.421153,152041,1448,1,0.04905599999999999
0.422422,153489,1448,1,0.04905699999999996
0.422435,154937,1448,1,0.050234999999999974
0.423735,156385,1448,1,0.049234
0.423740,157833,1448,1,0.050960000000000005
0.424940,159281,1448,1,0.05096400000000001
0.424946,160729,1448,1,0.051024000000000014
0.426130,162177,1448,1,0.051404000000000005
0.426147,163625,1448,1,0
0.427322,165073,1448,1,0
0.427332,166521,1448,1,0
0.428519,167969,1448,1,0
0.428532,169417,1448,1,0
0.429674,170865,1448,1,0
0.429689,172313,1448,1,0
0.430813,173761,1448,1,0
0.430827,175209,1448,1,0
0.431957,176657,1448,1,0
0.431971,178105,1448,1,0
0.433079,179553,1448,1,0
0.433093,181001,1448,1,0
0.434190,182449,1448,1,0
0.434202,183897,1448,1,0
0.435258,185345,1448,1,0
0.435272,186793,1448,1,0
0.436397,188241,1448,1,0
0.436411,189689,1448,1,0
0.437485,191137,1448,1,0
0.437499,192585,1448,1,0
0.438560,194033,1448,1,0
0.438573,195481,1448,1,0
0.439596,196929,1448,1,0
0.439609,198377,1448,1,0
0.440635,199825,1448,1,0
0.440649,201273,1448,1,0
0.441668,202721,1448,1,0
0.441681,204169,1448,1,0
0.442706,205617,1448,1,0
0.442720,207065,1448,1,0
0.443741,208513,1448,1,0
0.443755,209961,1448,1,0
0.444779,211409,1448,1,0
0.444792,212857,1448,1,0
0.445816,214305,1448,1,0
0.445830,215753,1448,1,0
0.446853,217201,1448,1,0
0.446867,218649,1448,1,0
0.447695,220097,1448,1,0
0.447708,221545,1448,1,0
0.448529,222993,1448,1,0
0.448542,224441,1448,1,0
0.449346,225889,1448,1,0
0.449358,227337,1448,1,0
0.450192,228785,1448,1,0
0.450204,230233,1448,1,0
0.450951,231681,1448,1,0
0.450965,233129,1448,1,0
0.451797,234577,1448,1,0
0.451809,236025,1448,1,0
0.452607,237473,1448,1,0
0.452618,238921,1448,1,0
0.453440,240369,1448,1,0
