1	0.000000	100.64.0.2	100.64.0.1	0	0	0	46574,5201
2	0.000083	100.64.0.1	100.64.0.2	0	1	0	5201,46574
3	0.043249	100.64.0.2	100.64.0.1	1	1	0	46574,5201
4	0.043333	100.64.0.2	100.64.0.1	1	1	37	46574,5201
5	0.043353	100.64.0.1	100.64.0.2	1	38	0	5201,46574
6	0.043441	100.64.0.1	100.64.0.2	1	38	1	5201,46574
7	0.086664	100.64.0.2	100.64.0.1	38	2	0	46574,5201
8	0.086700	100.64.0.2	100.64.0.1	38	2	4	46574,5201
9	0.086718	100.64.0.1	100.64.0.2	2	42	0	5201,46574
10	0.130064	100.64.0.2	100.64.0.1	42	2	115	46574,5201
11	0.130104	100.64.0.1	100.64.0.2	2	157	0	5201,46574
12	0.130268	100.64.0.1	100.64.0.2	2	157	1	5201,46574
13	0.173469	100.64.0.2	100.64.0.1	157	3	0	46574,5201
14	0.173499	100.64.0.2	100.64.0.1	0	0	0	46576,5201
15	0.173538	100.64.0.1	100.64.0.2	0	1	0	5201,46576
16	0.216919	100.64.0.2	100.64.0.1	1	1	0	46576,5201
17	0.216975	100.64.0.2	100.64.0.1	1	1	37	46576,5201
18	0.216992	100.64.0.1	100.64.0.2	1	38	0	5201,46576
19	0.224896	100.64.0.1	100.64.0.2	3	157	1	5201,46574
20	0.224910	100.64.0.1	100.64.0.2	1	38	1448	5201,46576
21	0.224911	100.64.0.1	100.64.0.2	1449	38	1448	5201,46576
22	0.224916	100.64.0.1	100.64.0.2	2897	38	1448	5201,46576
23	0.224916	100.64.0.1	100.64.0.2	4345	38	1448	5201,46576
24	0.224918	100.64.0.1	100.64.0.2	5793	38	1448	5201,46576
25	0.224919	100.64.0.1	100.64.0.2	7241	38	1448	5201,46576
26	0.224921	100.64.0.1	100.64.0.2	8689	38	1448	5201,46576
27	0.224921	100.64.0.1	100.64.0.2	10137	38	1448	5201,46576
28	0.224923	100.64.0.1	100.64.0.2	11585	38	1448	5201,46576
29	0.224924	100.64.0.1	100.64.0.2	13033	38	1448	5201,46576
30	0.268631	100.64.0.2	100.64.0.1	157	4	0	46574,5201
31	0.268642	100.64.0.1	100.64.0.2	4	157	1	5201,46574
32	0.269740	100.64.0.2	100.64.0.1	38	1449	0	46576,5201
33	0.269751	100.64.0.1	100.64.0.2	14481	38	1448	5201,46576
34	0.269753	100.64.0.1	100.64.0.2	15929	38	1448	5201,46576
35	0.269756	100.64.0.2	100.64.0.1	38	2897	0	46576,5201
36	0.269760	100.64.0.1	100.64.0.2	17377	38	1448	5201,46576
37	0.269761	100.64.0.1	100.64.0.2	18825	38	1448	5201,46576
38	0.269762	100.64.0.2	100.64.0.1	38	4345	0	46576,5201
39	0.269765	100.64.0.1	100.64.0.2	20273	38	1448	5201,46576
40	0.269766	100.64.0.1	100.64.0.2	21721	38	1448	5201,46576
41	0.270863	100.64.0.2	100.64.0.1	38	5793	0	46576,5201
42	0.270872	100.64.0.1	100.64.0.2	23169	38	1448	5201,46576
43	0.270874	100.64.0.1	100.64.0.2	24617	38	1448	5201,46576
44	0.271973	100.64.0.2	100.64.0.1	38	7241	0	46576,5201
45	0.271982	100.64.0.1	100.64.0.2	26065	38	1448	5201,46576
46	0.271984	100.64.0.1	100.64.0.2	27513	38	1448	5201,46576
47	0.273082	100.64.0.2	100.64.0.1	38	8689	0	46576,5201
48	0.273090	100.64.0.1	100.64.0.2	28961	38	1448	5201,46576
49	0.273092	100.64.0.1	100.64.0.2	30409	38	1448	5201,46576
50	0.274190	100.64.0.2	100.64.0.1	38	10137	0	46576,5201
51	0.274198	100.64.0.1	100.64.0.2	31857	38	1448	5201,46576
