time,min,max,mean,variance,lossCount,slope,intercept
0.05,N/A,N/A,N/A,N/A,0,N/A,N/A
0.1,0.04385,0.04385,0.04385,N/A,0,nan,nan
0.15,0.04502499999999998,0.04502499999999998,0.04502499999999998,N/A,0,nan,nan
0.2,0.045036999999999966,0.045036999999999966,0.045036999999999966,N/A,0,nan,nan
0.25,0.047138999999999986,0.051799999999999985,0.04947166666666666,2.7299674666666662e-06,0,107.07604790419788,-24.6933045628757
0.3,0.06310499999999997,0.06310499999999997,0.06310499999999997,N/A,0,nan,nan
0.35,0.042163000000000006,0.043794,0.043033875000000006,2.5660869642856664e-07,1,-0.010835830856409363,0.04662608160439113
0.4,0.042979000000000045,0.048592000000000024,0.045851058823529425,2.6999442994652274e-06,0,0.1708317550613045,-0.01844950631074379
0.45,0.04249900000000001,0.051404000000000005,0.04670475757575757,7.123018314393913e-06,0,0.3774146382243811,-0.1099414853762595
0.5,0.10835300000000003,0.15856300000000007,0.1254686666666667,0.0008217493663333344,17,13.051267964257535,-6.09344311661143
0.55,0.10261299999999995,0.10261299999999995,0.10261299999999995,N/A,39,nan,nan
0.6,N/A,N/A,N/A,N/A,15,N/A,N/A
0.65,0.13678,0.14356599999999997,0.140173,2.302489799999972e-05,48,-0.3660194174757259,0.3738108805825229
0.7,0.12345100000000009,0.13564299999999996,0.12930636363636364,1.6581450454545283e-05,41,-0.3949308426054899,0.3937960367797444
0.75,0.06889999999999996,0.06889999999999996,0.06889999999999996,N/A,33,nan,nan
0.8,0.04329499999999997,0.045950999999999964,0.0446442,4.856998117647028e-07,16,-0.0031746506898213075,0.04713082524470423
0.85,0.04391900000000004,0.047435000000000005,0.04494356862745099,6.270623701960667e-07,0,0.02548298244919028,0.023904388104695796
0.9,0.04501900000000003,0.047408000000000006,0.046197680000000026,8.029620599999637e-07,0,-0.05040372091421952,0.09033937770980896
0.95,0.04532400000000003,0.05191800000000002,0.04778564285714286,3.4364634973545367e-06,0,0.11043813810204822,-0.05459335888973118
1.0,0.09107699999999996,0.0948739999999999,0.0932237142857143,1.6162412380952052e-06,0,-0.10631346341850297,0.1958356770360129
1.05,0.043173999999999824,0.04478599999999999,0.04387669999999999,3.0540001111111104e-07,8,-0.042601989316561555,0.08811914281817973
1.1,0.04313499999999992,0.045157000000000114,0.04396153846153847,4.463340184616033e-07,0,0.02345445780124388,0.01875319599807693
1.15,0.04425800000000013,0.04625899999999983,0.045213599999999986,3.0078633333332146e-07,0,0.021250028010236382,0.021314045397350975
1.2,0.0454819999999998,0.04699000000000009,0.046136799999999985,2.7841441666667e-07,0,0.005414898394876445,0.03977310245858548
1.25,0.04619200000000001,0.049045000000000005,0.04752052000000001,6.852465933333172e-07,0,0.019773392007589888,0.02330382060070011
1.3,0.04719300000000004,0.09843800000000003,0.05921178260869563,0.0003957348356324117,0,1.1283445038368516,-1.376976744579413
1.35,0.09386799999999984,0.09550199999999998,0.09445499999999989,8.261890000001471e-07,5,0.19612305784980116,-0.16165687129784612
1.4,0.0435890000000001,0.046016999999999975,0.04466784210526316,2.5399136257308966e-07,4,0.01967585551988771,0.0174739944202138
1.45,0.044864000000000015,0.04669599999999985,0.04578187499999997,5.029235054347052e-07,0,0.02853334781773197,0.005152024808380694
1.5,0.04519000000000006,0.04901399999999989,0.047098074074074084,1.078049532763511e-06,0,0.05940391633210557,-0.040512955873213075
1.55,0.046540000000000026,0.04881699999999989,0.04753704,3.1800120666664256e-07,0,0.014932672422975676,0.024748542470728017
1.6,0.0483309999999999,0.05163899999999999,0.04946363999999998,7.857154899999947e-07,0,0.02324055663661547,0.012866889781617666
1.65,0.05045500000000014,0.09896499999999997,0.08029406666666668,0.00045933453635238106,0,1.1581072831628878,-1.7939741756383405
1.7,0.04405900000000007,0.045852000000000004,0.04473133333333338,9.54464333333258e-07,11,-0.2948489328283935,0.5446587066373667
1.75,0.04386800000000002,0.04633300000000018,0.04513455999999999,8.787737566666485e-07,0,-0.023533120528147353,0.08570274168358054
1.8,0.044014999999999915,0.047377,0.04582700000000003,1.4133799166666898e-06,0,0.06209206739602141,-0.06436461786123387
1.85,0.04503999999999997,0.04820699999999989,0.046755679999999994,1.068930976666701e-06,0,0.048229881460365956,-0.04125027791813442
1.9,0.046652999999999833,0.048875,0.04767072,6.080447100000076e-07,0,0.03546201456882538,-0.018809978288361423
1.95,0.04690800000000017,0.09733799999999992,0.05299825,0.00018271400263043496,0,0.5596361969244407,-1.0244273938602062
2.0,0.09086999999999978,0.09499800000000014,0.09325128571428573,2.4850079047622236e-06,2,-0.06800151140851578,0.22680434036378963
2.05,0.0438379999999996,0.04578300000000013,0.04523938461538456,4.303077564103613e-07,8,-0.026225859288014006,0.09868535577762805
2.1,0.04376800000000003,0.04653799999999997,0.044879560000000006,6.037294233333862e-07,0,0.037173931643287215,-0.032287751210315956
2.15,0.04629700000000003,0.048204000000000136,0.047210346153846144,3.1329239538460767e-07,0,0.0138580354818829,0.01776259213230793
2.2,0.047130000000000116,0.04939500000000008,0.048093720000000034,4.702164599999705e-07,0,0.023315696109770145,-0.0026467428349087677
2.25,0.04859999999999998,0.050839999999999996,0.04944103999999999,2.97135123333326e-07,0,-0.013222445879377523,0.0788645669511418
2.3,0.049103999999999814,0.0993890000000004,0.07174631578947363,0.0005398420200058502,0,1.3435784964842805,-2.97989891457439
2.35,0.09309400000000023,0.09309400000000023,0.09309400000000023,N/A,8,nan,nan
2.4,0.0437470000000002,0.046730999999999856,0.04481145454545452,6.460847359306202e-07,3,0.010991069007268478,0.018674643985547638
