1	0.000000	100.64.0.2	100.64.0.1	0	0	0	46780,5201
2	0.000055	100.64.0.1	100.64.0.2	0	1	0	5201,46780
3	0.043203	100.64.0.2	100.64.0.1	1	1	0	46780,5201
4	0.043282	100.64.0.2	100.64.0.1	1	1	37	46780,5201
5	0.043300	100.64.0.1	100.64.0.2	1	38	0	5201,46780
6	0.043386	100.64.0.1	100.64.0.2	1	38	1	5201,46780
7	0.086626	100.64.0.2	100.64.0.1	38	2	0	46780,5201
8	0.086661	100.64.0.2	100.64.0.1	38	2	4	46780,5201
9	0.086678	100.64.0.1	100.64.0.2	2	42	0	5201,46780
10	0.129379	100.64.0.2	100.64.0.1	42	2	134	46780,5201
11	0.129393	100.64.0.1	100.64.0.2	2	176	0	5201,46780
12	0.129461	100.64.0.1	100.64.0.2	2	176	1	5201,46780
13	0.172378	100.64.0.2	100.64.0.1	176	3	0	46780,5201
14	0.172405	100.64.0.2	100.64.0.1	0	0	0	46782,5201
15	0.172447	100.64.0.1	100.64.0.2	0	1	0	5201,46782
16	0.214603	100.64.0.2	100.64.0.1	1	1	0	46782,5201
17	0.215849	100.64.0.2	100.64.0.1	1	1	37	46782,5201
18	0.215888	100.64.0.1	100.64.0.2	1	38	0	5201,46782
19	0.226216	100.64.0.1	100.64.0.2	3	176	1	5201,46780
20	0.226235	100.64.0.1	100.64.0.2	1	38	1448	5201,46782
21	0.226238	100.64.0.1	100.64.0.2	1449	38	1448	5201,46782
22	0.226243	100.64.0.1	100.64.0.2	2897	38	1448	5201,46782
23	0.226244	100.64.0.1	100.64.0.2	4345	38	1448	5201,46782
24	0.226246	100.64.0.1	100.64.0.2	5793	38	1448	5201,46782
25	0.226247	100.64.0.1	100.64.0.2	7241	38	1448	5201,46782
26	0.226249	100.64.0.1	100.64.0.2	8689	38	1448	5201,46782
27	0.226249	100.64.0.1	100.64.0.2	10137	38	1448	5201,46782
28	0.226272	100.64.0.1	100.64.0.2	11585	38	1448	5201,46782
29	0.226273	100.64.0.1	100.64.0.2	13033	38	1448	5201,46782
30	0.268068	100.64.0.2	100.64.0.1	176	4	0	46780,5201
31	0.268079	100.64.0.1	100.64.0.2	4	176	1	5201,46780
32	0.269183	100.64.0.2	100.64.0.1	38	1449	0	46782,5201
33	0.269195	100.64.0.1	100.64.0.2	14481	38	1448	5201,46782
34	0.269198	100.64.0.1	100.64.0.2	15929	38	1448	5201,46782
35	0.270266	100.64.0.2	100.64.0.1	38	2897	0	46782,5201
36	0.270709	100.64.0.1	100.64.0.2	17377	38	1448	5201,46782
37	0.270712	100.64.0.1	100.64.0.2	18825	38	1448	5201,46782
38	0.271375	100.64.0.2	100.64.0.1	38	4345	0	46782,5201
39	0.273478	100.64.0.2	100.64.0.1	38	5793	0	46782,5201
