1	0.000000	100.64.0.2	100.64.0.1	0	0	0	51186,5201
2	0.000070	100.64.0.1	100.64.0.2	0	1	0	5201,51186
3	0.041783	100.64.0.2	100.64.0.1	1	1	0	51186,5201
4	0.041881	100.64.0.2	100.64.0.1	1	1	37	51186,5201
5	0.041903	100.64.0.1	100.64.0.2	1	38	0	5201,51186
6	0.042018	100.64.0.1	100.64.0.2	1	38	1	5201,51186
7	0.083462	100.64.0.2	100.64.0.1	38	2	0	51186,5201
8	0.083507	100.64.0.2	100.64.0.1	38	2	4	51186,5201
9	0.083526	100.64.0.1	100.64.0.2	2	42	0	5201,51186
10	0.125080	100.64.0.2	100.64.0.1	42	2	136	51186,5201
11	0.125122	100.64.0.1	100.64.0.2	2	178	0	5201,51186
12	0.125308	100.64.0.1	100.64.0.2	2	178	1	5201,51186
13	0.166652	100.64.0.2	100.64.0.1	178	3	0	51186,5201
14	0.166696	100.64.0.2	100.64.0.1	0	0	0	51188,5201
15	0.166746	100.64.0.1	100.64.0.2	0	1	0	5201,51188
16	0.208167	100.64.0.2	100.64.0.1	1	1	0	51188,5201
17	0.208195	100.64.0.2	100.64.0.1	1	1	37	51188,5201
18	0.208203	100.64.0.1	100.64.0.2	1	38	0	5201,51188
19	0.212157	100.64.0.1	100.64.0.2	3	178	1	5201,51186
20	0.212181	100.64.0.1	100.64.0.2	1	38	1448	5201,51188
21	0.212184	100.64.0.1	100.64.0.2	1449	38	1448	5201,51188
22	0.212194	100.64.0.1	100.64.0.2	2897	38	1448	5201,51188
23	0.212195	100.64.0.1	100.64.0.2	4345	38	1448	5201,51188
24	0.212199	100.64.0.1	100.64.0.2	5793	38	1448	5201,51188
25	0.212200	100.64.0.1	100.64.0.2	7241	38	1448	5201,51188
26	0.212205	100.64.0.1	100.64.0.2	8689	38	1448	5201,51188
27	0.212206	100.64.0.1	100.64.0.2	10137	38	1448	5201,51188
28	0.212211	100.64.0.1	100.64.0.2	11585	38	1448	5201,51188
29	0.212211	100.64.0.1	100.64.0.2	13033	38	1448	5201,51188
30	0.253074	100.64.0.2	100.64.0.1	178	4	0	51186,5201
31	0.253082	100.64.0.1	100.64.0.2	4	178	1	5201,51186
32	0.253087	100.64.0.2	100.64.0.1	38	1449	0	51188,5201
33	0.253111	100.64.0.1	100.64.0.2	14481	38	1448	5201,51188
34	0.253112	100.64.0.1	100.64.0.2	15929	38	1448	5201,51188
35	0.253115	100.64.0.2	100.64.0.1	38	2897	0	51188,5201
36	0.253117	100.64.0.2	100.64.0.1	38	4345	0	51188,5201
37	0.253119	100.64.0.2	100.64.0.1	38	5793	0	51188,5201
38	0.253121	100.64.0.2	100.64.0.1	38	7241	0	51188,5201
39	0.253123	100.64.0.2	100.64.0.1	38	8689	0	51188,5201
40	0.253125	100.64.0.2	100.64.0.1	38	10137	0	51188,5201
41	0.253126	100.64.0.2	100.64.0.1	38	11585	0	51188,5201
42	0.253128	100.64.0.2	100.64.0.1	38	13033	0	51188,5201
43	0.253130	100.64.0.2	100.64.0.1	38	14481	0	51188,5201
44	0.254599	100.64.0.1	100.64.0.2	17377	38	1448	5201,51188
45	0.254602	100.64.0.1	100.64.0.2	18825	38	1448	5201,51188
46	0.257464	100.64.0.1	100.64.0.2	20273	38	1448	5201,51188
47	0.257467	100.64.0.1	100.64.0.2	21721	38	1448	5201,51188
48	0.260332	100.64.0.1	100.64.0.2	23169	38	1448	5201,51188
49	0.260335	100.64.0.1	100.64.0.2	24617	38	1448	5201,51188
50	0.263199	100.64.0.1	100.64.0.2	26065	38	1448	5201,51188
51	0.263201	100.64.0.1	100.64.0.2	27513	38	1448	5201,51188
52	0.266063	100.64.0.1	100.64.0.2	28961	38	1448	5201,51188
53	0.266066	100.64.0.1	100.64.0.2	30409	38	1448	5201,51188
54	0.268897	100.64.0.1	100.64.0.2	31857	38	1448	5201,51188
55	0.268900	100.64.0.1	100.64.0.2	33305	38	1448	5201,51188
56	0.271764	100.64.0.1	100.64.0.2	34753	38	1448	5201,51188
57	0.271766	100.64.0.1	100.64.0.2	36201	38	1448	5201,51188
58	0.274786	100.64.0.1	100.64.0.2	37649	38	1448	5201,51188
